id,Insult,Comment,tokens
942,0,"""never would of guessed you were a hair dresser haha <3""","['``', 'never', 'would', 'guessed', 'hair', 'dresser', 'haha', '<', '3', ""''""]"
943,1,"""maybe you should troll somewhere else. 
""","['``', 'maybe', 'troll', 'somewhere', 'else', '.', '\\n', ""''""]"
944,0,"""now you're talking' : )""","['``', ""'re"", 'talking', ""'"", ':', ')', ""''""]"
945,0,"""damn.. are your feelings as sensitive as your hands? ""","['``', 'damn', '..', 'feelings', 'sensitive', 'hands', '?', '``']"
946,0,"""you're hilarious.""","['``', ""'re"", 'hilarious', '.', ""''""]"
947,0,"""you're more worried than we are about it.&nbsp;<div><br></div><div>go nd!!!</div>""","['``', ""'re"", 'worried', 'it.', '&', 'nbsp', ';', '<', 'div', '>', '<', 'br', '>', '<', '/div', '>', '<', 'div', '>', 'go', 'nd', '!', '!', '!', '<', '/div', '>', ""''""]"
948,0,"""lebron you better score""","['``', 'lebron', 'better', 'score', ""''""]"
949,1,"""her asshole fell out of her. its not a loose ass its a legit medical problem. ""","['``', 'asshole', 'fell', '.', 'loose', 'ass', 'legit', 'medical', 'problem.', '``']"
950,1,"""you need help. you are old and need to take your meds ya old coot.""","['``', 'need', 'help', '.', 'old', 'need', 'take', 'meds', 'ya', 'old', 'coot', '.', ""''""]"
951,1,"""id like to know if you're on crack ""","['``', 'id', 'like', 'know', ""'re"", 'crack', '``']"
952,0,"""please! you are skinny!""","['``', 'please', '!', 'skinny', '!', ""''""]"
953,1,"""nigga no the fuck they dont flop u obviously never watched ball in that era so stfu much dumbass comments like that ""","['``', 'nigga', 'fuck', 'dont', 'flop', 'u', 'obviously', 'never', 'watched', 'ball', 'era', 'stfu', 'much', 'dumbass', 'comments', 'like', '``']"
954,1,"""bitch aint nobody give a fuck""","['``', 'bitch', 'aint', 'nobody', 'give', 'fuck', ""''""]"
955,0,""" @saloman ""the truth will set you free but first it will piss you off """"","['``', '\\xa0', '@', 'saloman\\xa0', ""''"", 'truth', 'set', 'free', 'first', 'piss', '``', ""''""]"
956,0,""" jumpin dyna, you're crazier than a shithouse muskrat.""","['``', '\\xa0jumpin', 'dyna', ',', ""'re"", 'crazier', 'shithouse', 'muskrat', '.', ""''""]"
957,1,"""are you nuts!""","['``', 'nuts', '!', ""''""]"
958,1,"""damn dude, you give trolls a bad name....you can't troll for shit....""","['``', 'damn', 'dude', ',', 'give', 'trolls', 'bad', 'name', '....', 'ca', ""n't"", 'troll', 'shit', '....', ""''""]"
959,0,"""outstanding work sir

hats off to you..""","['``', 'outstanding', 'work', 'sir\\n\\nhats', '..', ""''""]"
960,1,"""birthing me?  you are really stupid.""","['``', 'birthing', '?', 'really', 'stupid', '.', ""''""]"
961,0,"""i love you.
i hate you.
let's meet each other.
oh oh bitch.
you a hot mama.""","['``', 'love', 'you.\\ni', 'hate', 'you.\\nlet', ""'s"", 'meet', 'other.\\noh', 'oh', 'bitch.\\nyou', 'hot', 'mama', '.', ""''""]"
962,0,"""depends on what you're doing. ""","['``', 'depends', ""'re"", 'doing.', '``']"
963,1,"""sorry ... can't hear your tiny voice from way up here on the throne ...
...""","['``', 'sorry', '...', 'ca', ""n't"", 'hear', 'tiny', 'voice', 'way', 'throne', '...', '\\n', '...', ""''""]"
964,1,"""in dose it look like a gun dumb fuck maybe ask ur mom what a gun look like when she not selling std pussy to pay for the trailer u live in
 ""","['``', 'dose', 'look', 'like', 'gun', 'dumb', 'fuck', 'maybe', 'ask', 'ur', 'mom', 'gun', 'look', 'like', 'selling', 'std', 'pussy', 'pay', 'the\\xa0trailer', 'u', 'live', 'in\\n\\xa0', ""''""]"
965,1,"""you sound bitter.""","['``', 'sound', 'bitter', '.', ""''""]"
966,0,"""why the fuck the worldstar candy girls don't get naked anymore?""","['``', 'fuck', 'worldstar', 'candy', 'girls', ""n't"", 'get', 'naked', 'anymore', '?', ""''""]"
967,1,"""yall niggas whack. u not even making me try come on son""","['``', 'yall', 'niggas', 'whack', '.', 'u', 'even', 'making', 'try', 'come', 'son', ""''""]"
968,0,"""awesome-what are your hobbies?""","['``', 'awesome-what', 'hobbies', '?', ""''""]"
969,1,"""hey! cnn this is what you get when you serve as obama's whore.  don't you realize he is a pimp daddy and has no loyalty to you?   how about just straight line reporting the news?  you guys are like sophomoric dummies doing a class project........your reports are laughable.""","['``', 'hey', '!', 'cnn', 'get', 'serve', 'obama', ""'s"", 'whore.\\xa0', ""n't"", 'realize', 'pimp\\xa0daddy', 'loyalty', '?', '\\xa0', '\\xa0how', 'straight', 'line', 'reporting', 'news', '?', '\\xa0', 'guys', 'like', 'sophomoric', 'dummies', 'class', 'project', '........', 'reports', 'laughable', '.', ""''""]"
970,1,"""she needs a spanking from daddy!""","['``', 'needs', 'spanking', 'daddy', '!', ""''""]"
971,0,""" i agree. kids don't need facebook in the first place. if you decide to give your kids uninhibited access to the internet/facebook despite the dangers they face, when an obvious bad situation arises- like your kid is suicidal because of fucking facebook drama- get rid of it! if that means no internet in the house and no cell phone for the kid, all the better. i can't imagine being such an idiot that i think it is acceptable to let my kid keep a facebook account and repeatedly undergo this to the point that she's suicidal, and then compound that idiocy by attacking the dumb kid who talked some shit. actually, i 'm glad this moron chose that route, now she will probably never be a nurse and i don't have to worry about ever falling under her idiotic care!""","['``', '\\xa0i', 'agree', '.', 'kids', ""n't"", 'need', 'facebook', 'first', 'place', '.', 'decide', 'give', 'kids', 'uninhibited', 'access', 'internet/facebook', 'despite', 'dangers', 'face', ',', 'obvious', 'bad', 'situation', 'arises-', 'like', 'kid', 'suicidal', 'fucking', 'facebook', 'drama-', 'get', 'rid', '!', 'means', 'internet', 'house', 'cell', 'phone', 'kid', ',', 'better', '.', 'ca', ""n't"", 'imagine', 'idiot', 'think', 'acceptable', 'let', 'kid', 'keep', 'facebook', 'account', 'repeatedly', 'undergo', 'point', ""'s"", 'suicidal', ',', 'compound', 'idiocy', 'attacking', 'dumb', 'kid', 'talked', 'shit', '.', 'actually', ',', ""'m"", 'glad', 'moron', 'chose', 'route', ',', 'probably', 'never', 'nurse', ""n't"", 'worry', 'ever', 'falling', 'idiotic', 'care', '!', ""''""]"
972,1,"""do you talk to yourself using your characters when you're alone?""","['``', 'talk', 'using', 'characters', ""'re"", 'alone', '?', ""''""]"
973,0,""" i miss your witty comical sense on stupid articles...you were the god of puns around here for about 6 mos.""","['``', '\\xa0i', 'miss', 'witty', 'comical', 'sense', 'stupid', 'articles', '...', 'god', 'puns', 'around', '6', 'mos', '.', ""''""]"
974,0,"""gotta say you pinned some great stuff on your way to sleep""","['``', 'got', 'ta', 'say', 'pinned', 'great', 'stuff', 'way', 'sleep', ""''""]"
975,0,"""where are you?""","['``', '?', ""''""]"
976,1,"""idiots.""","['``', 'idiots', '.', ""''""]"
977,0,"""that was your quote betty.""","['``', 'quote', 'betty', '.', ""''""]"
978,1,"""bet he could get your mother?""","['``', 'bet', 'could', 'get', 'mother', '?', ""''""]"
979,1,"""that was a fake study.  you're  fool for not understanding it.""","['``', 'fake', 'study', '.', '\\xa0you', ""'re"", '\\xa0fool', 'understanding', '.', ""''""]"
980,1,""" you're obviously a retard that has no idea why it has an 100mn mwd fitted then, congratulations""","['``', '\\xa0you', ""'re"", 'obviously', 'retard', 'idea', '100mn', 'mwd', 'fitted', ',', 'congratulations', ""''""]"
981,0,"""actually, you don't have to read dionne's articles to know what is being said.  just read the headline, and you'll know what is being written.  when obama craps, ej will be there to check it for the right form, texture, no odor, and color.  the next day, we can count on an article declaring how perfect it was.""","['``', 'actually', ',', ""n't"", 'read', 'dionne', ""'s"", 'articles', 'know', 'said', '.', '\\xa0just', 'read', 'headline', ',', ""'ll"", 'know', 'written', '.', '\\xa0when', 'obama', 'craps', ',', 'ej', 'check', 'right', 'form', ',', 'texture', ',', 'odor', ',', 'color', '.', '\\xa0the', 'next', 'day', ',', 'count', 'article', 'declaring', 'perfect', '.', ""''""]"
982,0,"""both are in your mirror.""","['``', 'mirror', '.', ""''""]"
983,1,"""wackest as sayin he is not the fans favorite out of all of them be real nigga aint nobody buyin pusha t albums but i guess niggas like you from his city or something and stfu you aint no boss on this bloggin shit so stop actin hard ""","['``', 'wackest', 'sayin', 'fans', 'favorite', 'real', 'nigga', 'aint', 'nobody', 'buyin', 'pusha', 'albums', 'guess', 'niggas', 'like', 'city', 'something', 'stfu', 'aint', 'boss', 'bloggin', 'shit', 'stop', 'actin', 'hard', '``']"
984,1,"""not just a fuck ass nigga. a weak fuck ass nigga. cause she was whooping dat hoe""","['``', 'fuck', 'ass', 'nigga', '.', 'weak', 'fuck', 'ass', 'nigga', '.', 'cause', 'whooping', 'dat', 'hoe', ""''""]"
985,1,"""except reality and numbers prove you're stupid""","['``', 'except', 'reality', 'numbers', 'prove', ""'re"", 'stupid', ""''""]"
986,0,"""only little dick niggas appreciate virgins""","['``', 'little', 'dick', 'niggas', 'appreciate', 'virgins', ""''""]"
987,1,"""damn fairly! you scary!""","['``', 'damn', 'fairly', '!', 'scary', '!', ""''""]"
988,1,"""lier the event hasnt ended yet you dumbass""","['``', 'lier', 'event', 'hasnt', 'ended', 'yet', 'dumbass', ""''""]"
989,0,"""hey girl, you need a cheeseburger or 4!""","['``', 'hey', 'girl', ',', 'need', 'cheeseburger', '4', '!', ""''""]"
990,0,"""well you are nuts. still believing in god at your age?""","['``', 'well', 'nuts', '.', 'still', 'believing', 'god', 'age', '?', ""''""]"
991,1,"""you are a complete idiot with no clue what you are posting. go away azzhole pomerantz is not a starter moron and he is on the dl. get a clue ""","['``', 'a\\xa0complete', 'idiot', 'clue', 'posting', '.', 'go', 'away', 'azzhole', 'pomerantz', 'starter', 'moron', 'dl', '.', 'get', 'clue', '``']"
992,1,"""bumpkins are old, ask your mom""","['``', 'bumpkins', 'old', ',', 'ask', 'mom', ""''""]"
993,0,""" queso-eating fuck-you-merkozy monkeys...""","['``', '\\xa0queso-eating', 'fuck-you-merkozy', 'monkeys', '...', ""''""]"
994,0,"""david is just awesome! he knows his stuff better than anyone around - he is an outstanding teacher, motivator and he is also currently working so he knows what is happening in this field right now. i can't recommend this class enough!!! david's is the class to take!!!""","['``', 'david', 'awesome', '!', 'knows', 'stuff', 'better', 'anyone', 'around', '-', 'outstanding', 'teacher', ',', 'motivator', 'also', 'currently', 'working', 'knows', 'happening', 'field', 'right', '.', 'ca', ""n't"", 'recommend', 'class', 'enough', '!', '!', '!', 'david', ""'s"", 'class', 'take', '!', '!', '!', ""''""]"
995,1,"""you wish you were a better troll.""","['``', 'wish', 'better', 'troll', '.', ""''""]"
996,0,"""hope you are scared out your wits, sox win! ""","['``', 'hope', 'scared', 'wits', ',', 'sox', 'win', '!', '``']"
997,0,"""your chicken will look very cute""","['``', 'chicken', 'look', 'cute', ""''""]"
998,0,"""this is fucking creepy""","['``', 'fucking', 'creepy', ""''""]"
999,0,"""asher roth, you are the fucking man!""","['``', 'asher', 'roth', ',', 'fucking', 'man', '!', ""''""]"
1000,1,"""i don't understand your comment.

that's unclos. can you find any issue in my logic?

but i have a lot problem in your goverment's logic.

what are you doing? hide your head in sand as ostrich?

why not show your logic and brain?""","['``', ""n't"", 'understand', ""comment.\\n\\nthat's\\xa0unclos"", '.', 'find', 'issue', 'logic', '?', '\\n\\nbut', 'lot', 'problem', 'goverment', ""'s"", 'logic.\\n\\nwhat', '?', 'hide', 'head', 'sand', 'ostrich', '?', '\\n\\nwhy', 'show', 'logic', 'brain', '?', ""''""]"
1001,0,"""you sir, are wrong.""","['``', 'sir', ',', 'wrong', '.', ""''""]"
1002,0,"""yup.  this is america, and you are free to do just that.  but you show your intelligence by complaining about ""this rag""  yet commenting numerous time's. again, put up or shut up.""","['``', 'yup.\\xa0', 'america', ',', 'are\\xa0free', 'that.\\xa0', 'show', 'intelligence', 'complaining', '``', 'rag', ""''"", '\\xa0', 'yet', 'commenting', 'numerous', 'time', ""'s"", '.', ',', 'put', 'shut', '.', ""''""]"
1003,0,"""you're right...it's about debt and the pathetic economy that should be being discussed primarily.""","['``', ""'re"", 'right', '...', ""'s"", 'debt', 'pathetic', 'economy', 'discussed', 'primarily', '.', ""''""]"
1004,1,"""are you that desperate to try and prove your point that your hunting all of my comments about the avengers down now?  you are really pathetic, i hope you realize that.""","['``', 'desperate', 'try', 'prove', 'point', 'hunting', 'comments', 'avengers', '?', '\\xa0', 'really', 'pathetic', ',', 'hope', 'realize', '.', ""''""]"
1005,0,"""who are you talking about sparky?""","['``', 'talking', 'sparky', '?', ""''""]"
1006,0,"""would you like to know how god feels about this.  ask him.""","['``', 'would', 'like', 'know', 'god', 'feels', '.', 'ask', '.', ""''""]"
1007,1,""" my, you seem like an intellectual giant!""","['``', '\\xa0my', ',', 'seem', 'like', 'intellectual', 'giant', '!', ""''""]"
1008,1,"""your mother needs to go back and edit your dads pecker so we don't end up with life errors like you""","['``', 'mother', 'needs', 'go', 'back', 'edit', 'dads', 'pecker', ""n't"", 'end', 'life', 'errors', 'like', ""''""]"
1009,1,"""with all do respect sir, i fucked your mother in the ass while she was making breakfast for your father i even cummed on his pancake and told him he don't need syrup my shit too sweet!!!!!""","['``', 'respect', 'sir', ',', 'fucked', 'mother', 'ass', 'making', 'breakfast', 'father', 'even', 'cummed', 'pancake', 'told', ""n't"", 'need', 'syrup', 'shit', 'sweet', '!', '!', '!', '!', '!', ""''""]"
1010,0,"""a lot of yall girls are being hypocrites, don't act like you don't suck no dick and that you wouldn't suck a dick in public if you thought you would get away with it!!!""","['``', 'lot', 'yall', 'girls', 'hypocrites', ',', ""n't"", 'act', 'like', ""n't"", 'suck', 'dick', 'would', ""n't"", 'suck', 'dick', 'public', 'thought', 'would', 'get', 'away', '!', '!', '!', ""''""]"
1011,0,"""you must be talking about seattle.""","['``', 'must', 'talking', 'seattle', '.', ""''""]"
1012,1,"""be funny like on tv and stop producing shit bantahh like you are currently doing on this site. your quite clearly not living up to your name.""","['``', 'funny', 'like', 'tv', 'stop', 'producing', 'shit', 'bantahh', 'like', 'currently', 'site', '.', 'quite', 'clearly', 'living', 'name', '.', ""''""]"
1013,0,"""you are a strong beautiful mother!  hang in there love ♥""","['``', 'strong', 'beautiful', 'mother', '!', 'hang', 'love', '\\u2665', ""''""]"
1014,0,"""you must be logged in to comment""","['``', 'must', 'logged', 'comment', ""''""]"
1015,1,"""that stupid bitch did that for tv know dam well she wouldnt do shit stfu hoe u aint tough""","['``', 'stupid', 'bitch', 'tv', 'know', 'dam', 'well', 'wouldnt', 'shit', 'stfu', 'hoe', 'u', 'aint', 'tough', ""''""]"
1016,0,"""are you going to homeschool?""","['``', 'going', 'homeschool', '?', ""''""]"
1017,0,"""i'm going to rape you.""","['``', ""'m"", 'going', 'rape', '.', ""''""]"
1018,0,"""but you're back, so there's that.""","['``', ""'re"", 'back', ',', ""'s"", '.', ""''""]"
1019,0,"""dennis rodman beat you to it bitch...next""","['``', 'dennis', 'rodman', 'beat', 'bitch', '...', 'next', ""''""]"
1020,0,"""if first you are not, last, you are.<br>""","['``', 'first', ',', 'last', ',', 'are.', '<', 'br', '>', ""''""]"
1021,0,"""that looks like your handwriting.""","['``', 'looks', 'like', 'handwriting', '.', ""''""]"
1022,1,"""thought it was me get off that ""pro black""shit smh dumbasses. ""","['``', 'thought', 'get', '``', 'pro', 'black', ""''"", 'shit', 'smh', 'dumbasses.', '``']"
1023,1,"""so...you are saying you know more about football than a hall of fame qb?? i will listen to rodger ""the dodger"" staubach before i listen to an idiot like you""","['``', '...', 'saying', 'know', 'football', 'hall', 'fame', 'qb', '?', '?', 'listen', 'rodger', '``', 'dodger', ""''"", 'staubach', 'listen', 'idiot', 'like', ""''""]"
1024,1,"""and you misspelled feminazi. limbaugh's gonna be disappointed you didn't use your spelling words.""","['``', 'misspelled', 'feminazi', '.', 'limbaugh', ""'s"", 'gon', 'na', 'disappointed', ""n't"", 'use', 'spelling', 'words', '.', ""''""]"
1025,0,"""i see. $900 bucks is chump change for your 6 figure pay.""","['``', 'see', '.', '$', '900', 'bucks', 'chump', 'change', '6', 'figure', 'pay', '.', ""''""]"
1026,0,"""your point being?""","['``', 'point', '?', ""''""]"
1027,0,""" are you trying to tell us something?????""","['``', 'trying', 'tell', 'us', 'something', '?', '?', '?', '?', '?', ""''""]"
1028,0,"""you make white people proud ginobili *sniff* *sniff*""","['``', 'make', 'white', 'people', 'proud', 'ginobili', '*', 'sniff', '*', '*', 'sniff', '*', ""''""]"
1029,0,"""prostitution was the only thing bringing tourists to rockford. 7 years ago the streets were packed with people coming for the prostitutes. the restaurants  were packed, the bars were packed, the hotels were packed and all of the businesses were making money and bringing in the revenue for the city. now, look at what you have. all of the businesses are closed, there is nobody coming to town and the only thing packed now are the jails, with nasty, 50 year old hookers, and a city that has the nations highest poverty level. putting 50 silly sculptures in the park draws no tourists. right or wrong, prostitution was the key to rockford's success. your mayor destroyed your city so he could build a city of jails.""","['``', 'prostitution', 'thing', 'bringing', 'tourists', 'rockford', '.', '7', 'years', 'ago', 'streets', 'packed', 'people', 'coming', 'prostitutes', '.', 'restaurants\\xa0', 'packed', ',', 'bars', 'packed', ',', 'hotels', 'packed', 'businesses', 'making', 'money', 'bringing', 'revenue', 'city', '.', ',', 'look', '.', 'businesses', 'closed', ',', 'nobody', 'coming', 'town', 'thing', 'packed', 'jails', ',', 'nasty', ',', '50', 'year', 'old', 'hookers', ',', 'city', 'nations', 'highest', 'poverty', 'level', '.', 'putting', '50', 'silly', 'sculptures', 'park', 'draws', 'tourists', '.', 'right', 'wrong', ',', 'prostitution', 'key', 'rockford', ""'s"", 'success', '.', 'mayor', 'destroyed', 'city', 'could', 'build', 'city', 'jails', '.', ""''""]"
1030,0,"""you are going to lose 98% of your church members by that logic.....since 98% of female catholics will use contraception at some point in their lives....""","['``', 'going', 'lose', '98', '%', 'church', 'members', 'logic', '.....', 'since', '98', '%', 'female', 'catholics', 'use', 'contraception', 'point', 'lives', '....', ""''""]"
1031,1,"""you married your sister bemuse your mom said so...""","['``', 'married', 'sister', 'bemuse', 'mom', 'said', '...', ""''""]"
1032,1,"""yawn, you're clearly new to trolling. 0/10 try a little harder.""","['``', 'yawn', ',', ""'re"", 'clearly', 'new', 'trolling', '.', '0/10', 'try', 'little', 'harder', '.', ""''""]"
1033,1,"""going by your logic, metro is part of the os environment, and it goes away once you start doing work. if you spend your time bitching about metro then you're not getting work done.""","['``', 'going', 'logic', ',', 'metro', 'part', 'os', 'environment', ',', 'goes', 'away', 'start', 'work', '.', 'spend', 'time', 'bitching', 'metro', ""'re"", 'getting', 'work', 'done', '.', ""''""]"
1034,1,"""after reading your comment? you're a moron.""","['``', 'reading', 'comment', '?', ""'re"", 'moron', '.', ""''""]"
1035,0,"""then you aren't paying for quebec students to go to school, quebec residents are... quit complaining about it like it's your money when it's not! the shit you complain about is funded in their own provincial income taxes and pst. but i'll let you keep believing as you wish about it....""","['``', ""n't"", 'paying', 'quebec', 'students', 'go', 'school', ',', 'quebec', 'residents', '...', 'quit', 'complaining', 'like', ""'s"", 'money', ""'s"", '!', 'shit', 'complain', 'funded', 'provincial', 'income', 'taxes', 'pst', '.', ""'ll"", 'let', 'keep', 'believing', 'wish', '....', ""''""]"
1036,1,"""shut the fuck up coward. get lost and that includes the brood mare who bore you. to raise an insipid, selfish little shit like must have made he quite a great mom.""","['``', 'shut', 'fuck', 'coward', '.', 'get', 'lost', 'includes', 'brood', 'mare', 'bore', '.', 'raise', 'insipid', ',', 'selfish', 'little', 'shit', 'like', 'must', 'made', 'quite', 'great', 'mom', '.', ""''""]"
1037,1,"""mmm ok no bitch u married your self cuz ur krazy n no dude would take your dumb shit""","['``', 'mmm', 'ok', 'bitch', 'u', 'married', 'self', 'cuz', 'ur', 'krazy', 'n', 'dude', 'would', 'take', 'dumb', 'shit', ""''""]"
1038,0,"""awesome pic! red is your color!
""","['``', 'awesome', 'pic', '!', 'red', 'color', '!', '\\n', ""''""]"
1039,0,"""anders, you are so right!

exhibit a: iran""","['``', 'anders', ',', 'right', '!', '\\n\\nexhibit', ':', 'iran', ""''""]"
1040,1,"""stick my nose in other people's posts? you are acting like i read your diary or something. it's a public forum you moron. what peaked my interest was your italian comment. you were basing it off his name, your name looks mexican, which i pointed out. ""","['``', 'stick', 'nose', 'people', ""'s"", 'posts', '?', 'acting', 'like', 'read', 'diary', 'something', '.', ""'s"", 'public', 'forum', 'moron', '.', 'peaked', 'interest', 'italian', 'comment', '.', 'basing', 'name', ',', 'name', 'looks', 'mexican', ',', 'pointed', 'out.', '``']"
1041,0,"""you aren't making sense ""","['``', ""n't"", 'making', 'sense\\xa0', ""''""]"
1042,1,"""you are so damn pathetic , you make me physically ill.  please, go away.""","['``', 'damn', 'pathetic', ',', 'make', 'physically', 'ill.', '\\xa0please', ',', 'go', 'away', '.', ""''""]"
1043,1,"""fucking paid troll.""","['``', 'fucking', 'paid', 'troll', '.', ""''""]"
1044,0,"""nice try ming. bet ur one of them. where was ur white-knighting when those men were shitting on xiaxue and her friends??""","['``', 'nice', 'try', 'ming', '.', 'bet', 'ur', 'one', '.', 'ur', 'white-knighting', 'men', 'shitting', 'xiaxue', 'friends', '?', '?', ""''""]"
1045,0,"""he is fat though.""","['``', 'fat', 'though', '.', ""''""]"
1046,1,"""your a f u c k e n idiot i'm sure ou would suck a co ck""","['``', 'f', 'u', 'c', 'k', 'e', 'n', 'idiot', ""'m"", 'sure', 'ou', 'would', 'suck', 'co', 'ck', ""''""]"
1047,0,"""you're. wow""","['``', ""'re"", '.', 'wow', ""''""]"
1048,0,""" to your credit...at least you are honest when you don't decipher""","['``', '\\xa0to', 'credit', '...', 'least', 'honest', ""n't"", 'decipher', ""''""]"
1049,0,"""rondo just shitted on philadelphia ""","['``', 'rondo', 'shitted', 'philadelphia', '``']"
1050,1,"""and your a c*nt""","['``', 'c', '*', 'nt', ""''""]"
1051,1,"""no sir. i love black men and wouldnt trade them for the world. always treated with respect and always knew how to pick them well cause my mother and father taught me well. no kids btw and currently studying. but ignorant black men like you just fuck society up. downing black women to reassure yourself that you as an avg black man represents some idyllic shit and black women fail in comparison. im a good ass woman and can make any man happy preferably black but if he is latin, white or asian then thats what it will be. 

i thought your comment was ignorance, decided to give you a chance to state your argument effectively but you couldnt hold your own so you failed. blah""","['``', 'sir', '.', 'love', 'black', 'men', 'wouldnt', 'trade', 'world', '.', 'always', 'treated', 'respect', 'always', 'knew', 'pick', 'well', 'cause', 'mother', 'father', 'taught', 'well', '.', 'kids', 'btw', 'currently', 'studying', '.', 'ignorant', 'black', 'men', 'like', 'fuck', 'society', '.', 'downing', 'black', 'women', 'reassure', 'avg', 'black', 'man', 'represents', 'idyllic', 'shit', 'black', 'women', 'fail', 'comparison', '.', 'im', 'good', 'ass', 'woman', 'make', 'man', 'happy', 'preferably', 'black', 'latin', ',', 'white', 'asian', 'thats', '.', '\\n\\ni', 'thought', 'comment', 'ignorance', ',', 'decided', 'give', 'chance', 'state', 'argument', 'effectively', 'couldnt', 'hold', 'failed', '.', 'blah', ""''""]"
1052,0,"""when are you cutting your hair?!""","['``', 'cutting', 'hair', '?', '!', ""''""]"
1053,0,"""there is no worth while to ""gay"" marriage ! when some thing is immoral as gay/faggot life style is concerned ! don't tell me that they don't know that their life style wrong,immoral,and not accepted by the majority of the human race ! abd, if you think god, or mother nature accepts the gay/faggot life ! your dead wrong !  ""","['``', 'worth', '``', 'gay', ""''"", 'marriage', '!', 'thing', 'immoral', 'gay/faggot', 'life', 'style', 'concerned', '!', ""n't"", 'tell', ""n't"", 'know', 'life', 'style', 'wrong', ',', 'immoral', ',', 'accepted', 'majority', 'human', 'race', '!', 'abd', ',', 'think', 'god', ',', 'mother', 'nature', 'accepts', 'gay/faggot', 'life', '!', 'dead', 'wrong', '!', '\\xa0', '``']"
1054,0,""" thank you.  you are very correct.""","['``', '\\xa0thank', 'you.\\xa0', 'correct', '.', ""''""]"
1055,0,"""fucker has impossible dreams!""","['``', 'fucker', 'impossible', 'dreams', '!', ""''""]"
1056,0,""" what the fuck are you talking about? i said i supported the bill. what part of my post expressed support for sharia?!

also, i'm not even in your country. calm down and re-read my post before you launch into this abusive tirade. i'm not a muslim and i oppose sharia. ""","['``', '\\xa0what', 'fuck', 'talking', '?', 'said', 'supported', 'bill', '.', 'part', 'post', 'expressed', 'support', 'sharia', '?', '!', '\\n\\nalso', ',', ""'m"", 'even', 'country', '.', 'calm', 're-read', 'post', 'launch', 'abusive', 'tirade', '.', ""'m"", 'muslim', 'oppose', 'sharia.', '``']"
1057,0,"""can you prove that?""","['``', 'prove', '?', ""''""]"
1058,1,"""stick your head in a paper bag and barf away. make sure you tie the bag shut while your barfing.""","['``', 'stick', 'head', 'paper', 'bag', 'barf', 'away', '.', 'make', 'sure', 'tie', 'bag', 'shut', 'barfing', '.', ""''""]"
1059,0,"""flagged. you're not funny.""","['``', 'flagged', '.', ""'re"", 'funny', '.', ""''""]"
1060,0,"""fucking hipster.....""","['``', 'fucking', 'hipster', '.....', ""''""]"
1061,1,"""dude, you are clueless.  do you even know what country you're in?""","['``', 'dude', ',', 'clueless', '.', 'even', 'know', 'country', ""'re"", '?', ""''""]"
1062,1,"""are you drunk?""","['``', 'drunk', '?', ""''""]"
1063,0,"""you're a little more realistic than i...""","['``', ""'re"", 'little', 'realistic', '...', ""''""]"
1064,1,"""go back to faux propaganda please!

you're lost!""","['``', 'go', 'back', 'faux', 'propaganda', 'please', '!', '\\n\\nyou', ""'re"", 'lost', '!', ""''""]"
1065,1,"""to the mexican amb...stfu and keep your usless fruit pickers in your sheet eating country.""","['``', 'mexican', 'amb', '...', 'stfu', 'keep', 'usless', 'fruit', 'pickers', 'sheet', 'eating', 'country', '.', ""''""]"
1066,1,"""u a turd""","['``', 'u', 'turd', ""''""]"
1067,0,""" wow...trevon got shot 4 just walking around with a hoodie on..this white
 dude get a speech 4 walking with a fucking riffle....fuck cops and 
white people....""","['``', '\\xa0wow', '...', 'trevon', 'got', 'shot', '4', 'walking', 'around', 'hoodie', '..', 'white\\n', 'dude', 'get', 'speech', '4', 'walking', 'fucking', 'riffle', '....', 'fuck', 'cops', '\\nwhite', 'people', '....', ""''""]"
1068,1,"""are you ""slow"" joe?  he said average playoff game.""","['``', '``', 'slow', ""''"", 'joe', '?', 'said', 'average', 'playoff', 'game', '.', ""''""]"
1069,0,"""holy shit! massive dog :p lol you cook just like i do, i have no idea. ""its black, it must be ready"" best damn quote!

very enjoyable to watch man, love getting to know everymore, you seem funny as man. i have subbed!""","['``', 'holy', 'shit', '!', 'massive', 'dog', ':', 'p', 'lol', 'cook', 'like', ',', 'idea', '.', '``', 'black', ',', 'must', 'ready', ""''"", 'best', 'damn', 'quote', '!', '\\n\\nvery', 'enjoyable', 'watch', 'man', ',', 'love', 'getting', 'know', 'everymore', ',', 'seem', 'funny', 'man', '.', 'subbed', '!', ""''""]"
1070,0,"""serisously the fuck? *sigh*""","['``', 'serisously', 'fuck', '?', '*', 'sigh', '*', ""''""]"
1071,0,"""best fuckin comment ever.""","['``', 'best', 'fuckin', 'comment', 'ever', '.', ""''""]"
1072,1,"""fuck you all .... haku is a girl.... cant you see when she collect medical perbs""","['``', 'fuck', '....', 'haku', 'girl', '....', 'cant', 'see', 'collect', 'medical', 'perbs', ""''""]"
1073,1,"""go warp up your ass, you moron. millions of chinese have been murdered by these slit eyed japs.""","['``', 'go', 'warp', 'ass', ',', 'moron', '.', 'millions', 'chinese', 'murdered', 'slit', 'eyed', 'japs', '.', ""''""]"
1074,0,"""you are probably right. ""","['``', 'probably', 'right.', '``']"
